ID;Frage;Titel;Beschreibung HTML;Beschreibung Text;Survey ID;User ID;Created at;Updated at;Upvotes;Downvotes;Vote Average;Anzahl Kommentare;Kommentar 1;Kommentar 2;Bild URL;Bild
281;Was zeichnet St.Gallen aus?;Sankt Langlauf;<p>Welche Stadt hat schon eine Langlaufloipe im Zentrum? Und diverse weitere im grünen Gürtel drumherum? </p>;Welche Stadt hat schon eine Langlaufloipe im Zentrum? Und diverse weitere im grünen Gürtel drumherum?;3483;61366;2022-01-12T22:03:04+01:00;2022-01-12T22:03:04+01:00;5;0;5;1;dazu kommen Skilifte, die man ebenfalls mit den Bus erreichen kann;;;
282;Was fehlt in St.Gallen?;Überdachte Veloständer;<p>Die Stadt hat zwar etliche öffentliche Veloständer, jedoch sind nur die wenigsten davon überdacht. So müssen Velofahrer bei Regenwetter immer unter Vordächer von Geschäften, in Durchgänge oder ähnliches ausweichen.</p>;Die Stadt hat zwar etliche öffentliche Veloständer, jedoch sind nur die wenigsten davon überdacht. So müssen Velofahrer bei Regenwetter immer unter Vordächer von Geschäften, in Durchgänge oder ähnliches ausweichen.;3484;61368;2022-01-13T01:09:25+01:00;2022-01-13T01:09:25+01:00;3;0;3;0;;;;
283;Was fehlt in St.Gallen?;Bessere Velowege;<p>Ich würde mir wünschen, dass die Verkehrsführung in der Stadt besser auf Velofahrer ausgelegt ist und dass Velofahrer prioritär behandelt werden (z.B. Streckenführungen, die nicht an zig Ampeln vorbeiführen).</p>;Ich würde mir wünschen, dass die Verkehrsführung in der Stadt besser auf Velofahrer ausgelegt ist und dass Velofahrer prioritär behandelt werden (z.B. Streckenführungen, die nicht an zig Ampeln vorbeiführen).;3484;61368;2022-01-13T01:11:16+01:00;2022-01-13T01:11:16+01:00;6;0;6;1;"Ausserdem
Ampeln mit Sensoren die bereits heranfahrende Velos erkennen.
Weniger Randsteine und bessere Beläge.
Den Veloparkplatz neben der Fachhochschule nicht mehr sperren. Ist das eine Kunstinstallation? Sankt wir behalten Parkplätze leer?";")
Veloparkplätze statt e scooter Plätze...ähm äxgüsi, wer bezahlt da eigentlich die Fläche für diese Privatfirma die uns mit ihren Scootern zumüllt?

Ferner wäre an steuerliche Begünstigungen für Velopendler zu denken, bessere Arbeitsbedingungen für Velomechaniker (Nachwuchsprobleme), stärkere Veloförderung an Schulen.";;
284;Was fehlt in St.Gallen?;Outdoor Restaurant/Bar mit gesundem Essen;<p>Es fehlt ein cooler Platz/Lokal in welchem man im Sommer verweilen kann, etwas gesundes Essen und trinken konsumieren kann und welches auch Abends geöffnet ist. Von Zeit zu Zeit sollte eine Live Band spielen dürfen . Der Parkplatz der Grabenhalle würde sich hervorragend eignen dafür. </p>;Es fehlt ein cooler Platz/Lokal in welchem man im Sommer verweilen kann, etwas gesundes Essen und trinken konsumieren kann und welches auch Abends geöffnet ist. Von Zeit zu Zeit sollte eine Live Band spielen dürfen . Der Parkplatz der Grabenhalle würde sich hervorragend eignen dafür.;3484;61372;2022-01-13T10:16:52+01:00;2022-01-13T10:16:52+01:00;2;1;1;2;Hallo Adri, wir scheinen ähnliche Ideen zu haben… das freut mich;Ich finde den Platz der Grabenhalle einen der unattraktivsten Orte der Stadt St. Gallen. Wer möchte neben zwei mehrspurigen Hauptstrassen und unmittelbar bei einer riesigen Verkehrskreuzung freiwillig etwas Essen? Um den Verkehr zu übertönen müsste die Live Band schon ordentliches Equipment haben.. für mich ungeeignet - sorry!;;
285;Was fehlt in St.Gallen?;Hundeplatz zum spielen, weniger Leinenpflicht;<p>Es gibt in der Stadt kaum Orte, an welchen Hunde frei laufen, rennen und spielen können. Selbst in den drei Weihern müssen sie immer wieder angeleint werden. Es wäre schön, wenn es mehr Freiheiten für Hunde und Hundebesitzer geben würde. Eine eingezäunte Hundespielwiese wäre daher Ideal dafür geeignet.</p>;Es gibt in der Stadt kaum Orte, an welchen Hunde frei laufen, rennen und spielen können. Selbst in den drei Weihern müssen sie immer wieder angeleint werden. Es wäre schön, wenn es mehr Freiheiten für Hunde und Hundebesitzer geben würde. Eine eingezäunte Hundespielwiese wäre daher Ideal dafür geeignet.;3484;61372;2022-01-13T10:19:49+01:00;2022-01-13T10:19:49+01:00;3;0;3;0;;;;
286;Was fehlt in St.Gallen?;Stadt schläft am Sonntag;<p>Es ist ein sehr unangenehmes Gefühl, am Sonntag durch die Stadt zu schlendern. Fast schon wie in einer Geisterstadt. Es ist kaum möglich, irgendwo einen Kaffee zu trinken oder etwas essen zu gehen. Für ein kleines Dorf würde ich dies ja noch verstehen, aber es darf nicht sein, dass eine Stadt von dieser Grösse in den absoluten Tiefschlaf fällt an einem Sonntag. </p>;Es ist ein sehr unangenehmes Gefühl, am Sonntag durch die Stadt zu schlendern. Fast schon wie in einer Geisterstadt. Es ist kaum möglich, irgendwo einen Kaffee zu trinken oder etwas essen zu gehen. Für ein kleines Dorf würde ich dies ja noch verstehen, aber es darf nicht sein, dass eine Stadt von dieser Grösse in den absoluten Tiefschlaf fällt an einem Sonntag.;3484;61372;2022-01-13T10:33:56+01:00;2022-01-13T10:33:56+01:00;4;0;4;2;Das empfinde ich genau so, wohne seit 1.5 Jahren in St. Gallen. Sonntags ist wirklich extrem wenig offen, es sollte mindestens zwei attraktive, coole und moderne Cafés geben, die am So offen haben, Treffpunkt für jede Altersgruppe, Singles würden es begrüssen…;ist nicht nur am Sonntag, das trifft auch für alle Abende ausser vielleicht Freitag oder Samstag zu. Früher war der Donnerstag auch wie Fr/Sa, aber seitdem der Abendverkauf weggefallen ist, sieht es genau so aus wie am Dienstag. Es gibt dörfer wo mehr los ist. Es gibt kleinere Städte wo richtig leben (z.B. Biel) aber seit die Parkplätze weg sind, kommt kaum jemand als Besucher in unsere Stadt.;;
289;Was zeichnet St.Gallen aus?;Was nicht ist kann noch werden..;<p>St. Gallen bietet leider im Vergleich zu anderen Städten eher wenig Vielfalt in kulturellen, gastronomischen und infrastrukturellen Belangen. Einzige Pluspunkte: nahe an den Bergen und am See... tolles Busnetz, schöne Altstadt. </p>;St. Gallen bietet leider im Vergleich zu anderen Städten eher wenig Vielfalt in kulturellen, gastronomischen und infrastrukturellen Belangen. Einzige Pluspunkte: nahe an den Bergen und am See... tolles Busnetz, schöne Altstadt.;3483;61384;2022-01-13T19:39:12+01:00;2022-01-13T19:39:12+01:00;0;3;-3;0;;;;
290;Was fehlt in St.Gallen?;Gastronomische Vielfalt, Sportangebite;<p>Leider ist Mann/Frau beim Ausswärts essen als Vegetarier*in/Veganer*in ziehmlich verloren. Es fehlen Angebote! (Hitzberger, Hiltl, vegane Bäckereien, etc.) Bis jetzt nur Tibits mit den immerselben Angeboten. Wenn man dan auf einer Speisekarte  fündig wird, sehr unoriginell.  </p>;Leider ist Mann/Frau beim Ausswärts essen als Vegetarier*in/Veganer*in ziehmlich verloren. Es fehlen Angebote! (Hitzberger, Hiltl, vegane Bäckereien, etc.) Bis jetzt nur Tibits mit den immerselben Angeboten. Wenn man dan auf einer Speisekarte  fündig wird, sehr unoriginell.;3484;61384;2022-01-13T19:47:16+01:00;2022-01-13T19:47:16+01:00;2;0;2;1;Genau, das fehlt effektiv und sollte als moderne, urbane Stadt nicht länger auf dem Wunschzettel stehe. Mehr Vielfalt… titbits ist ja ok, aber es verträgt deutlich mehr, anderes…;;;
291;Was zeichnet St.Gallen aus?;Schöne Stadt aber es geht schon mehr…;<p>Mir gefällt die Stadt sehr aber es gibt schon noch verbesserungen. </p><p><br /></p><ul><li>Grünflächen fehlen, zb. der Platz beim Restaurant Kuhn ist sehr langweilig und kahl - „das Kunstwerk“ gefällt glaub ich nicht vielen</li><li>Ich fand die Sterne schön an Weihnachten aber sonst hatte es bis auf den Weihnachtsbaum wenig dekoration</li><li>Bahnhof, Platz neben dem Tibits, sollte glaub ich Kunstvoll sein, finde den Platz aber aber auch weniger einladend gestaltet, richtung Cafe roox hat es eine Grünfläche mit Bänken welche sehr schön ist!</li><li>3 Weihern allg. gestaltung ist auch ausbaufähig, evtl. mit Bar/ Take away restaurant oder sonstiger Location in der man „verweilen“ kann</li></ul><p><br /></p><p>Lg von der jüngeren Generation✌🏻</p>;Mir gefällt die Stadt sehr aber es gibt schon noch verbesserungen.    Grünflächen fehlen, zb. der Platz beim Restaurant Kuhn ist sehr langweilig und kahl - „das Kunstwerk“ gefällt glaub ich nicht vielenIch fand die Sterne schön an Weihnachten aber sonst hatte es bis auf den Weihnachtsbaum wenig dekorationBahnhof, Platz neben dem Tibits, sollte glaub ich Kunstvoll sein, finde den Platz aber aber auch weniger einladend gestaltet, richtung Cafe roox hat es eine Grünfläche mit Bänken welche sehr schön ist!3 Weihern allg. gestaltung ist auch ausbaufähig, evtl. mit Bar/ Take away restaurant oder sonstiger Location in der man „verweilen“ kann   Lg von der jüngeren Generation✌🏻;3483;61385;2022-01-13T21:19:47+01:00;2022-01-13T21:19:47+01:00;2;1;1;0;;;;
292;Was fehlt in St.Gallen?;Hundewiese;<p>Vor kurzem bin ich mit meinen zwei Vierbeinern nach St.Gallen gezogen. Uns allen gefällt es hier sehr gut, doch eine Hundespielwiese, wo sich Hund und Herrchen sorgenfrei aufhalten könnten wäre für uns das Tüpfchen auf dem i. Dazu kommt, das sich so auch viele Probleme lösen könnten, Hundeliebhaber können sich dort aufhalten und so den Personen die Hunde nicht so toll finden aus dem weg gehen. So wären unnötige Auseinandersetzungen nicht mehr nötig. </p>;Vor kurzem bin ich mit meinen zwei Vierbeinern nach St.Gallen gezogen. Uns allen gefällt es hier sehr gut, doch eine Hundespielwiese, wo sich Hund und Herrchen sorgenfrei aufhalten könnten wäre für uns das Tüpfchen auf dem i. Dazu kommt, das sich so auch viele Probleme lösen könnten, Hundeliebhaber können sich dort aufhalten und so den Personen die Hunde nicht so toll finden aus dem weg gehen. So wären unnötige Auseinandersetzungen nicht mehr nötig.;3484;61386;2022-01-13T22:23:31+01:00;2022-01-13T22:23:31+01:00;2;0;2;1;"Sie haben komplett recht, bin zu 100% bei Ihnen. Bis auf den Hügel in der Kreuzbleiche gibt es eigentlich keine offizielle Freilauf Möglichkeit. Die Wiese beim Openair ist auch gesperrt und die drei Weihern sind oft überfüllt und dann schlichtweg zu gefährlich für einen freilaufenden Hund.

Seit dem (E)-Mountainbike Boom ist das freilaufende spazieren im Wald auch nur noch beschränkt möglich.";;;
294;Was zeichnet St.Gallen aus?;Sankt Floskel „die Schweiz hört in Winterthur auf“;<p>Nach fast 10 Jahren in der Stadt Zürich, bin ich nun nach St.Gallen gezogen. </p><p>Schnell wurde klar, dass St.Gallen alles bietet, was man zum Leben braucht und mehr: bezahlbare wunderschöne Wohnungen mitten in der Stadt, den tollsten Wochenmarkt (Bauernmarkt am Marktplatz) überhaupt, viele tolle Restaurants (wobei: wann macht mal ein anständiges vietnamesisches, japanisches, mexicanisches usw. Restaurant auf?), atemberaubende Natur in unmittelbarer Nähe, den Gallusplatz, den schönsten Platz der Schweiz, usw. </p><p>Die St.Gallerinnen und St.Galler wissen, wie schön ihre Stadt ist. Nur! identifizieren sie sich wohl zu stark mit der Floskel „die Schweiz hört in Winterthur auf“. Man bleibt gerne unter sich. Etwas wagen, kreativ sein, ausbrechen .. das fehlt meiner Meinung nach der Stadt. Während in Basel, Zürich (oder in kleineren Städten wie) Aarau, Chur neue Kunstmuseen entstehen, ist hier Olma (ich liebe die Olma, nicht falsch verstehen) statt Kunst angesagt. Während in der ganzen Schweiz vegetarische, vegane etc. alternativen angeboten und Foodmarkets veranstaltet werden, identifiziert man sich hier standhaft mit der guten alten Bratwurst (dabei gäbe es doch so viele tolle andere Ostschweizer Gerichte). Tradition sollte gefördert werden, weiterzudenken (mit Bezug auf die vorhandenen Ressourcen) ist aber für eine moderne Stadt ein Muss!</p><p>Ich hoffe, in 20 Jahren ist die Stadt St.Gallen ihren Vorzügen bewusst, weiss, wie sie mit anderen Städten „mithalten“ kann. Indem sie nicht versucht zu kopieren, sondern mit dem zu arbeiten, was schon da ist. Sollte je eine ausländische HSG-Studentin oder ein ausländischer HSG-Student nach dem Studium denken: hier bleibe ich noch länger, ist dies wohl geschafft.</p>;Nach fast 10 Jahren in der Stadt Zürich, bin ich nun nach St.Gallen gezogen.   Schnell wurde klar, dass St.Gallen alles bietet, was man zum Leben braucht und mehr: bezahlbare wunderschöne Wohnungen mitten in der Stadt, den tollsten Wochenmarkt (Bauernmarkt am Marktplatz) überhaupt, viele tolle Restaurants (wobei: wann macht mal ein anständiges vietnamesisches, japanisches, mexicanisches usw. Restaurant auf?), atemberaubende Natur in unmittelbarer Nähe, den Gallusplatz, den schönsten Platz der Schweiz, usw.   Die St.Gallerinnen und St.Galler wissen, wie schön ihre Stadt ist. Nur! identifizieren sie sich wohl zu stark mit der Floskel „die Schweiz hört in Winterthur auf“. Man bleibt gerne unter sich. Etwas wagen, kreativ sein, ausbrechen .. das fehlt meiner Meinung nach der Stadt. Während in Basel, Zürich (oder in kleineren Städten wie) Aarau, Chur neue Kunstmuseen entstehen, ist hier Olma (ich liebe die Olma, nicht falsch verstehen) statt Kunst angesagt. Während in der ganzen Schweiz vegetarische, vegane etc. alternativen angeboten und Foodmarkets veranstaltet werden, identifiziert man sich hier standhaft mit der guten alten Bratwurst (dabei gäbe es doch so viele tolle andere Ostschweizer Gerichte). Tradition sollte gefördert werden, weiterzudenken (mit Bezug auf die vorhandenen Ressourcen) ist aber für eine moderne Stadt ein Muss!  Ich hoffe, in 20 Jahren ist die Stadt St.Gallen ihren Vorzügen bewusst, weiss, wie sie mit anderen Städten „mithalten“ kann. Indem sie nicht versucht zu kopieren, sondern mit dem zu arbeiten, was schon da ist. Sollte je eine ausländische HSG-Studentin oder ein ausländischer HSG-Student nach dem Studium denken: hier bleibe ich noch länger, ist dies wohl geschafft.;3483;61389;2022-01-14T10:05:28+01:00;2022-01-14T10:05:28+01:00;3;0;3;0;;;;
295;Was fehlt in St.Gallen?;sozialeres St. Gallen;<p>ich wünsche mir mehr soziale Hilfe für Eltern und Alleinerziehende mit schwachem Einkommen. </p><p>zB. beim Betreibungsgesetzt wie auch bei den Stipendien.</p><p>da sollte dringend etwas geschehen </p>;ich wünsche mir mehr soziale Hilfe für Eltern und Alleinerziehende mit schwachem Einkommen.   zB. beim Betreibungsgesetzt wie auch bei den Stipendien.  da sollte dringend etwas geschehen;3484;61387;2022-01-14T15:08:07+01:00;2022-01-14T15:08:07+01:00;1;2;-1;0;;;;
296;Was zeichnet St.Gallen aus?;Mehr Erlebnisstätten;<p>Ich hätte in der City gerne mehr Erlebnis und Treffpunkte und weniger Shopping. Da sich das Shoppen sowieso mehr und mehr auf Onlineportale verlegt, könnte man die freien Ladenflächen in Erlebenisorte umfunktionieren. Spielsalons, Kletterparks, Wellness, Kochschulen, Geschicklichkeitsparcours, Escaperooms, Indoor-Kinderspielplätze etc. Alles schön Zentral und zu Fuss erreichbar. Ausserdem würde ich die Multergasse überdachen lassen... mit Buntglas! </p><p><br /></p><p><br /></p>;Ich hätte in der City gerne mehr Erlebnis und Treffpunkte und weniger Shopping. Da sich das Shoppen sowieso mehr und mehr auf Onlineportale verlegt, könnte man die freien Ladenflächen in Erlebenisorte umfunktionieren. Spielsalons, Kletterparks, Wellness, Kochschulen, Geschicklichkeitsparcours, Escaperooms, Indoor-Kinderspielplätze etc. Alles schön Zentral und zu Fuss erreichbar. Ausserdem würde ich die Multergasse überdachen lassen... mit Buntglas!;3483;61396;2022-01-14T15:40:39+01:00;2022-01-14T15:40:39+01:00;1;1;0;0;;;;
297;Was fehlt in St.Gallen?;Mehr Erlebnisstätten;<p>Ich hätte in der City gerne mehr Erlebnis und Treffpunkte und weniger Shopping. Da sich das Shoppen sowieso mehr und mehr auf Onlineportale verlegt, könnte man die freien Ladenflächen in Erlebenisorte umfunktionieren. Spielsalons, Kletterparks, Wellness, Kochschulen, Geschicklichkeitsparcours, Escaperooms, Indoor-Kinderspielplätze etc. Alles schön Zentral und zu Fuss erreichbar. Ausserdem würde ich die Multergasse überdachen lassen... mit Buntglas!</p>;Ich hätte in der City gerne mehr Erlebnis und Treffpunkte und weniger Shopping. Da sich das Shoppen sowieso mehr und mehr auf Onlineportale verlegt, könnte man die freien Ladenflächen in Erlebenisorte umfunktionieren. Spielsalons, Kletterparks, Wellness, Kochschulen, Geschicklichkeitsparcours, Escaperooms, Indoor-Kinderspielplätze etc. Alles schön Zentral und zu Fuss erreichbar. Ausserdem würde ich die Multergasse überdachen lassen... mit Buntglas!;3484;61396;2022-01-14T15:43:37+01:00;2022-01-14T15:43:37+01:00;1;1;0;0;;;;
298;Was fehlt in St.Gallen?;Veloabstellplätze;<p>Die Velofahrenden werden in St.Gallen ziemlich stiefmütterlich behandelt. In anderen Städten, in denen ich gewohnt habe, kenne ich es eigentlich nur so, dass praktisch jedes Geschäft einen Veloständer draussen stehen hatte und sei es nur ein kleiner Veloständer für 3-4 Velos. Das fehlt mir in St.Gallen. Im Zentrum sind einige Abstellplätze, aber ausserhalb davon muss man das Velo oft in einen Bereich stellen, der eigentlich nicht für Velos gedacht ist. Manchmal ist auch das Trottoir so klein, dass man das Velo dort nicht hinstellen kann, weil das Rollstuhlfahrende stören würde. Dann muss man mit dem Velo herumfahren und suchen, wo man es hinstellen kann. Auch wenn man eine Wohnung sucht, findet man kaum vor dem Haus einen Platz, um das Velo hinzustellen und auch im Haus hat es oft keinen Velokeller. Ich hatte deswegen ziemlich Probleme, hier eine passende Wohnung zu finden.</p><p>Die Velowege finde ich soweit okay, besonders super finde ich die separaten Veloampeln.</p>;Die Velofahrenden werden in St.Gallen ziemlich stiefmütterlich behandelt. In anderen Städten, in denen ich gewohnt habe, kenne ich es eigentlich nur so, dass praktisch jedes Geschäft einen Veloständer draussen stehen hatte und sei es nur ein kleiner Veloständer für 3-4 Velos. Das fehlt mir in St.Gallen. Im Zentrum sind einige Abstellplätze, aber ausserhalb davon muss man das Velo oft in einen Bereich stellen, der eigentlich nicht für Velos gedacht ist. Manchmal ist auch das Trottoir so klein, dass man das Velo dort nicht hinstellen kann, weil das Rollstuhlfahrende stören würde. Dann muss man mit dem Velo herumfahren und suchen, wo man es hinstellen kann. Auch wenn man eine Wohnung sucht, findet man kaum vor dem Haus einen Platz, um das Velo hinzustellen und auch im Haus hat es oft keinen Velokeller. Ich hatte deswegen ziemlich Probleme, hier eine passende Wohnung zu finden.  Die Velowege finde ich soweit okay, besonders super finde ich die separaten Veloampeln.;3484;61400;2022-01-14T23:49:14+01:00;2022-01-14T23:49:14+01:00;1;0;1;0;;;;
299;Was zeichnet St.Gallen aus?;Sankt Hyperloop;"<p>Die ""schmale Form"" von St. Gallen bietet sich für eine einzigartige Pionierarbeit in Sachen ""unterirdischer Schnelltransport"" an. Ob sie nun Waren oder Menschen in einer unterirdischen Schnellverbindung transportieren möchten, Sankt Gallen soll Vorreiterin sein. An alle Sparfüchse:</p><p>St.Gallen wird überirdisch so viel Lebens und Arbeitsqualität gewinnen, dass wir zur wirklichen Kongress- und Business-Stadt werden: Fahrräder, E-Scooter, Fussgänger, Skateborder etc. tummeln sich auf CO2-armen Strassen, während unterirdisch die Post abgeht. Das zieht Menschen an! Smarte Lösungen ziehen Menschen an. Wir ziehen Menschen an!</p>";"Die ""schmale Form"" von St. Gallen bietet sich für eine einzigartige Pionierarbeit in Sachen ""unterirdischer Schnelltransport"" an. Ob sie nun Waren oder Menschen in einer unterirdischen Schnellverbindung transportieren möchten, Sankt Gallen soll Vorreiterin sein. An alle Sparfüchse:  St.Gallen wird überirdisch so viel Lebens und Arbeitsqualität gewinnen, dass wir zur wirklichen Kongress- und Business-Stadt werden: Fahrräder, E-Scooter, Fussgänger, Skateborder etc. tummeln sich auf CO2-armen Strassen, während unterirdisch die Post abgeht. Das zieht Menschen an! Smarte Lösungen ziehen Menschen an. Wir ziehen Menschen an!";3483;61405;2022-01-15T13:44:07+01:00;2022-01-15T13:44:07+01:00;4;0;4;0;;;https://partizipieren.stadt.sg.ch/api/v1/storage/files/survey_data/nwmfw25ebgqk/storage/09f88f4a-e984-4178-9e7b-b3e8c07d589c.png?signature=4054fb9dd828d473e0375caf19202c0430e91e8722dbf35f559d1df6019f76a9;https://daten.stadt.sg.ch/api/v2/catalog/datasets/sankt-diskurs-ideenfindung-partizipationsplattform-stadt-stgallen/files/2969998ed6de7df8eb57374cd6cb97fc
300;Wie soll St.Gallen in 20 Jahren wahrgenommen werden?;Qualitative Begegnungsorte für alle schaffen;<p>Begegnungszonen für alle schaffen und mit weniger Amtsstuben Bürokratie qualitative kleinere Events und Gastroflächen ermöglichen. Beispiel Gallusplatz mit kleinem aber feinem Gastro Angebot erweitern und weiter beleben sowohl für Einheimische wie auch Touristen. </p>;Begegnungszonen für alle schaffen und mit weniger Amtsstuben Bürokratie qualitative kleinere Events und Gastroflächen ermöglichen. Beispiel Gallusplatz mit kleinem aber feinem Gastro Angebot erweitern und weiter beleben sowohl für Einheimische wie auch Touristen.;3485;61422;2022-01-17T17:45:51+01:00;2022-01-17T17:45:51+01:00;2;1;1;0;;;;
301;Was fehlt in St.Gallen?;Gefühl von Sicherheit;<p>Ich würde mir mehr Fuss- oder Velopatroullien in der ganzen Stadt wünschen, was ein erhöhtes Sicherheitsgefühl vermitteln könnte. Vandalismus könnte so auch verhindert werden.</p>;Ich würde mir mehr Fuss- oder Velopatroullien in der ganzen Stadt wünschen, was ein erhöhtes Sicherheitsgefühl vermitteln könnte. Vandalismus könnte so auch verhindert werden.;3484;61422;2022-01-17T17:51:19+01:00;2022-01-17T17:51:19+01:00;2;1;1;0;;;;
302;Was fehlt in St.Gallen?;Flickwerk Vadianstrasse Multergasse;<p>Wer aktuell die beiden Strassenabschnitte begeht, erkennt den Belag als einziges Flickwerk aus Aspahlt, Beton  und Steinplatten. Dieser Anblick im Herzen ist einer Stadt mit Weltkulturerbe Status unwürdig.</p>;Wer aktuell die beiden Strassenabschnitte begeht, erkennt den Belag als einziges Flickwerk aus Aspahlt, Beton  und Steinplatten. Dieser Anblick im Herzen ist einer Stadt mit Weltkulturerbe Status unwürdig.;3484;61422;2022-01-17T17:55:36+01:00;2022-01-17T17:55:36+01:00;2;0;2;0;;;;
303;Was fehlt in St.Gallen?;Lebendige Begegnungszonen und Plätze mit Charme;<p>St. Gallen hat wunderschöne Plätze wie Pic'o'Bello Platz, Gallusplatz und viele weitere Plätze. Die aktuellen Vorschriften und Einschränkungen verhindern aber, dass ein lebendiges den Verhältnissen angepasstes Gastronomie und Event Angebot ermöglicht wird. Angepasste Konzepte und weniger Bürokratie wäre sicher die Innenstadt wieder beleben zu können.</p>;St. Gallen hat wunderschöne Plätze wie Pic'o'Bello Platz, Gallusplatz und viele weitere Plätze. Die aktuellen Vorschriften und Einschränkungen verhindern aber, dass ein lebendiges den Verhältnissen angepasstes Gastronomie und Event Angebot ermöglicht wird. Angepasste Konzepte und weniger Bürokratie wäre sicher die Innenstadt wieder beleben zu können.;3484;61422;2022-01-17T18:03:52+01:00;2022-01-17T18:03:52+01:00;1;0;1;0;;;;
304;Was zeichnet St.Gallen aus?;Einfach attraktiv;<p>St. Gallen liegt zwischen Bodensee, Appenzellerland und Alpstein, alles innert weniger Minuten erreichbar, dazu Naherholungsgebiete auf dem Stadtgebiert, sogar Langlaufloipen und Skilifte, was will man mehr? Wo gibt es mehr Lebensqualität? Und für Grossstadtfeeling ist man innert einer Stunde  in Züri, mit dem Zug vier Mal pro Stunde. </p>;St. Gallen liegt zwischen Bodensee, Appenzellerland und Alpstein, alles innert weniger Minuten erreichbar, dazu Naherholungsgebiete auf dem Stadtgebiert, sogar Langlaufloipen und Skilifte, was will man mehr? Wo gibt es mehr Lebensqualität? Und für Grossstadtfeeling ist man innert einer Stunde  in Züri, mit dem Zug vier Mal pro Stunde.;3483;53242;2022-01-18T12:56:07+01:00;2022-01-18T12:56:07+01:00;1;0;1;0;;;;
305;Was fehlt in St.Gallen?;Fokus auf die smarte Stadt;<p>St. Gallen war führend bei der Social Media Nutzung der Verwaltung, wir hatten zuerst einen CDO, wir waren die erste Smart City in der Schweiz, aber dieser 'Vorsprung' schmilzt schnell dahin. Ich wünsche mir von der Stadt, den Fokus viel stärker auf die 'smarte Stadt' zu setzen, sei es bei der Energie, dem Verkehr, aber auch der Verwaltung. Ich wünsche mir mehr Mut für innovative, wegweisende Projekte. </p>;St. Gallen war führend bei der Social Media Nutzung der Verwaltung, wir hatten zuerst einen CDO, wir waren die erste Smart City in der Schweiz, aber dieser 'Vorsprung' schmilzt schnell dahin. Ich wünsche mir von der Stadt, den Fokus viel stärker auf die 'smarte Stadt' zu setzen, sei es bei der Energie, dem Verkehr, aber auch der Verwaltung. Ich wünsche mir mehr Mut für innovative, wegweisende Projekte.;3484;53242;2022-01-18T13:02:47+01:00;2022-01-18T13:02:47+01:00;1;0;1;1;"Die Stadt St. Gallen hatte sogar einmal ihr eigenes ""Facebook"" in Form von ""mysg.ch"". Zur Olma Zeit wurden damals auch viel Werbung gemacht. Vom CDO hab ich bis jetzt wenig bis gar nichts gemerkt - vielleicht fehlt dort auch die lokale Verbundenheit zur Stadt St. Gallen.";;;
307;Was zeichnet St.Gallen aus?;ambivalentes Selbstbild;<p>- Ruhe</p><p>- Understatement</p><p>- Kloster, Stiftsbibliothek und Drei Weiern</p><p>- Minderwertigkeitskomplexe</p><p>- Nähe zur Grenze</p><p>- Nähe zum Appenzell und Thurgau</p><p>- Zersiedlung, anstatt Verdichtung</p><p>- ambivalentes Selbstbild</p><p>- Ausmerzen subkultureller Plattformen / restriktive Kulturpolitik v.a. in Bezug auf junge Menschen</p><p><br /></p><p><br /></p>;- Ruhe  - Understatement  - Kloster, Stiftsbibliothek und Drei Weiern  - Minderwertigkeitskomplexe  - Nähe zur Grenze  - Nähe zum Appenzell und Thurgau  - Zersiedlung, anstatt Verdichtung  - ambivalentes Selbstbild  - Ausmerzen subkultureller Plattformen / restriktive Kulturpolitik v.a. in Bezug auf junge Menschen;3483;62801;2022-01-22T14:43:54+01:00;2022-01-22T14:43:54+01:00;0;1;-1;0;;;;
308;Was fehlt in St.Gallen?;viele schöne Bauten;<p>Leider viele alte Gebäude, die schrecklichen Bauten weichen mußten. Das alte Stadttheater, das dem McDonalds-Gebäude wich, der Neumarkt, das Raiffeisen-Areal mit dem toten roten Platz, wo ein Quartier eingestampft wurde.</p>;Leider viele alte Gebäude, die schrecklichen Bauten weichen mußten. Das alte Stadttheater, das dem McDonalds-Gebäude wich, der Neumarkt, das Raiffeisen-Areal mit dem toten roten Platz, wo ein Quartier eingestampft wurde.;3484;62801;2022-01-22T14:46:50+01:00;2022-01-22T14:46:50+01:00;1;0;1;0;;;;
