id;title;description;survey_document_id;created_at;updated_at;upvotes_count;downvotes_count;vote_average;all_comments_count;comments;attachments_bilder;bild;comments_inhalt
229;"Konzepthaus ""Tiny House""";"<p>Wir glauben, dass die Gemeinde St. Gallen sehr von einem Raum profitieren würde, der dem Austausch von Ideen zum Thema Nachhaltigkeit gewidmet ist.</p><p>Unser Vorschlag ist es, ein energieeffizientes Konzepthaus ""Tiny House"" zu schaffen.</p><p>Dieses vorbildliche Wohn- und Lebensmittelanbausystem soll als Schaufenster für nachhaltige Wohnideen dienen.</p><p>Permakultur und Kreislaufwirtschaft sind zentrale Leitprinzipien unserer Arbeit.</p><p>Wir stellen uns einen Ausstellungsraum vor, der sowohl Hi-Tech- als auch Lo-Tech-Ideen präsentiert,</p><p>Hi-Tech-Ideen umfassen intelligente Häuser, innovative Baumaterialien, aufkommende grüne Energielösungen,</p><p>Lo-tech-Ideen umfassen passives Solardesign, Permakultur und abfallreduzierte Wohnideen.</p><p>Begehbar für alle und Workshops die angeboten werden. Alles Wird im internet (z.B. Website St. Gallen, Stadtwerke St. Gallen etc.) begleitet und dokumentiert.</p><p>Weitere Infos zu unserer Idee auf unserer Website <a href=""https://shelterlivinginspiration.weebly.com"">https://shelterlivinginspiration.weebly.com </a></p>";2564;2021-10-29T20:43:12+02:00;2021-10-29T20:43:12+02:00;7;0;7;0;;;;
218;Miteinander fahren;<p>Die Stadt St. Gallen stellt eine App zur Verfügung, mit der sich Leute einfach zu Fahrgemeinschaften zusammenschliessen können. </p>;2564;2021-10-28T20:11:56+02:00;2021-10-28T20:11:56+02:00;0;0;0;0;;;;
214;Digital und ganzheitlich;<p>Klimaschutz im regionalen Kontext und das harmonische Zusammenleben in einer Gemeinschaft haben eine Gemeinsamkeit: Sie können durch die Vernetzung der Menschen optimiert werden. Für die Ausgestaltung dieser Schnittstelle bieten sich digitale Möglichkeiten an. Um Menschen in Kontakt miteinander zu bringen und Mehrwert für die Gemeinschaft zu schaffen, gibt es auch in Zeiten einer andauernden Pandemie keine bessere Möglichkeit als eine digitale Plattform. Nutzer melden sich an und haben die Möglichkeit gemeinsam an Projekten zu partizipieren, über Neuerungen abzustimmen und Umweltschutz mit lokaler Beteiligung zu realisieren. Am besten wären natürlich eine mobile App und eine Desktopvariante, damit wirklich alle mit dem System zurechtkommen. Dabei sollte diese Plattform so viele nützliche Projekte wie möglich abbilden. Klimaschutz muss ganzheitlich gedacht werden. Ich möchte dazu einige Beispiele nennen, aber im Prinzip ist der Grundgedanke nicht ein paar Projekte zu verfolgen, sondern so viele wie möglich. </p><p>Man könnte beispielsweise die Dächer der Stadt konsequent mit Solaranlagen versehen. Natürlich macht das nicht auf jedem Dach Sinn und steht teilweise im Missverhältnis zu den Kosten. Diese Dächer lassen sich begrünen, sodass die Pflanzen aktiv CO2 binden und das Klima in der Stadt besonders an warmen Sommertagen verbessert wird. Diese Kombination bietet somit grünen Strom, bessere klimatische Bedingungen, bessere Luftqualität und somit insgesamt Vorteile für alle. Ausserdem sollte der öffentlich Verkehr weiter gefördert werden. Einerseits sollte der öffentliche Verkehr möglichst klimaneutral umgestaltet werden, indem Bus beispielsweise hybridisiert werden. Andererseits muss das Angebot so attraktiv sein, dass die Menschen es einfach nutzen, weil es die günstigste Option für sie darstellt. Solange der öffentliche Verkehr kaum günstiger als der private Verkehr ist, sind die Argumente für einen Umstieg zu schwach. Im Allgemeinen müsste ein Grundsatz gelten, dass nur wirklich nachhaltige Projekte für Neubauten und Sanierungen gestattet werden. Ein Problem ist nämlich, dass der Aufwand Strombereitstellung aus fossilen Energieträgern und anderer altherkömmliche Systeme auf nachhaltige, klimaneutrale Systeme umzubauen langfristig deutlich grösser ausfällt als diese Systeme von vorneherein nachhaltig auszugestalten. Wenn dieses Prinzip nicht konsequent umgesetzt wird, kommt man mit dem Umrüsten kaum hinterher, weil immer irgendwo ein unsinniges, energieineffizientes Projekt umgesetzt wurde, dass mit viel Aufwand und Kosten umgebaut werden muss. </p><p>Durch die Nutzung einer Plattform, die gesellschaftlich akzeptiert wird, weil der Nutzen unmittelbar spürbar für jeden ist, lassen sich unsinnige Projekte jedoch ausgezeichnet verhindern. Die Beteiligung der breiten Bevölkerung an den Gestaltungsprozessen der Stadt, hätte spürbare Auswirkungen auf die Lebensqualität und das Gefühl beteiligt zu sein, verbindet eine Gemeinschaft auf unvergleichliche Weise. Letztlich gibt es so viele Möglichkeiten klimaeffizienter zu sein, dass aber der Fokus auf wenige Projekte langfristig weniger vielversprechend sein dürfte als diese wirklich grosse Herausforderungen aus möglich vielen Richtungen anzugehen. Im Prinzip ist die hier beschriebene Plattform also ein digitaler Treffpunkt an dem die Bewohner der Stadt miteinander und mit den unterschiedlichen Projekten interagieren können. </p>;2564;2021-10-28T12:10:57+02:00;2021-10-28T12:10:57+02:00;1;0;1;0;;;;
225;Strom vom Nachbar - eCommerce Plattform für lokalen Strom;<p><u>Ausgangslage:</u></p><p>Seit 2009 ist der Strommarkt in der Schweiz für Grosskunden geöffnet. Nun soll in einer zweiten Phase der <strong>Energiemarkt für alle Verbraucher liberalisiert werden </strong>(siehe StromVG). So kann in Zukunft jeder Schweizer und jede Schweizerin selber seinen Stromanbieter aussuchen - z.B. Strombezug von der Photovoltaik-Anlage vom Nachbar. </p><p><u>Projektvorschlag:</u></p><p>Die Stadt St. Gallen entwickelt nun eine Plattform auf der sich jeder private Stromerzeuger seinen Strom anbieten kann. Somit kann <strong>100% Strom aus dezentralen, erneuerbaren Energiequellen</strong> wählen. </p><p><u>Ziel:</u></p><p><strong>Ziel ist es eine moderne e-Commerce Plattform für Strom zu entwickeln. </strong></p>;2564;2021-10-29T16:52:21+02:00;2021-10-29T16:52:21+02:00;2;0;2;0;;;;
201;Umweltspur - freie Fahrt in St. Gallen;"<p>Die Stadt St. Gallen baut gezielt Umweltspuren, welche nur von Bussen, Radfahrer, Elektroautos, Taxis &amp; Fahrgemeinschaften benutzt werden dürfen.</p><p>Zudem bietet die Stadt St. Gallen eine Plattform an, auf den freie Plätze in einem Auto angeboten werden können, um eine Fahrgemeinschaft zu bilden. Die Plattform ist kostenlos.</p><p><br /></p>";2564;2021-10-21T12:11:58+02:00;2021-10-21T12:11:58+02:00;5;2;3;0;;;;
227;Smart Generations App;"<p>Mich beschäftigt die Frage: Wie verknüpft man die Bedürfnisse verschiedener Generationen? Es geht also um den Generationendialog. Dazu würde ich eine Matching-Plattform entwickeln, welche die Bedürfnisse von Generationen zusammenbringt. Beispiel: Senior*in sucht junge Schachpartner*in. Auf der Matching-Plattform ""Smart Generations"" kann die Person das Bedürfnis eingeben. Wenn ein junger Benutzer dasselbe Bedürfnis hat, gibt es einen Match und die zwei können sich austauschen. Eigentlich ähnlich wie eine Dating-Plattform, aber gratis und nur für gemeinsame Tätigkeiten zwischen Generationen gedacht. Spannend oder? Das Ganze könnte als Webplattform, aber auch als App realisiert werden.</p>";2564;2021-10-29T18:24:29+02:00;2021-10-29T18:24:29+02:00;0;0;0;0;;;;
223;Applikation zur Steuerung und Senkung von CO2 bei Gebäuden;<p><strong>Nachhaltigkeit bei Gebäuden</strong></p><p>Bei der Energiestrategie spielen die Gebäude eine wesentliche Rolle. Mit rund 24% der CO2-Emissionen sowie 44% des gesamten Energieverbrauchs (Stand 2019) gehören die Gebäude zu den grössten Vertretern in der CO2-Bilanz. Aus diesem Grund sollte den Immobilienportfolios eine besondere Aufmerksamkeit geschenkt werden. Mittels der Web-Applikation Immoledo werden sämtliche Bereiche rund um die Planung von energetischen Sanierungen, Nachhaltigkeits-Zertifizierungen sowie CO2-Absenkung abgedeckt.</p><p><strong>Energie- und CO2-Reporting </strong></p><p>Mit Immoledo können individuellen Modellierungen von sämtlichen relevanten Energiekennzahlen sowie dem CO2-Fussabdruck auf der Stufe Einzelobjekt und über das gesamte Portfolio dargestellt werden. Durch die detaillierte Erfassung vom Zustand der betreffenden Grundstücke sowie den Gebäuden erhalten Sie die gesamte Basis für die relevanten Auswertungen. Ein Automatisierter Abgleich von verschiedenen national und international relevanten Benchmarks, ermöglicht eine exakte Herleitung der Energie-Kennwerte. </p><p><strong>CO2-Absenkung</strong></p><p>Um die Nachhaltigkeitsziele zu erreichen, kann auf die Applikation Immoledo zurückgegriffen werden. Sie unterstützt Sie bei der Erreichung von gesetzlichen sowie individuellen Zielen rund um die Nachhaltigkeit bei Gebäuden. Im Portfoliomanagement können automatisiert die CO2-Ausstösse auf der einzelnen Objektebene berechnet werden. Bilden Sie Grenzwerte pro Gebäude ab, zeigen Sie sich das Potential, die Kosten sowie die Wirtschaftlichkeit von Massnahmen auf und bilden Sie den CO2-Absenkpfad über das gesamte Immobilien-Portfolio ab. Simulieren Sie mit gezielten Projektmassnahmen individuelle Anpassungen auf den einzelnen Objekten. Dabei deckt das Cockpit von Immoledo sämtliche Prozessschritte ab – von der Datenaufbereitung über die Plausibilisierung bis hin zur Schliessung von Datenlücken und der Erstellung standardisierter Reports.</p><p><strong>Nachhaltigkeits-Zertifizierung </strong></p><p>Für den Mehrwert und Anerkennung in der Bevölkerung kann der Gebäudebestand nach den wichtigsten Nachhaltigkeitslabels- und Standards zertifiziert werden. Immoledo unterstützt Immobilieneigentümer bei der Wahl von passenden Lösungen sowie beim entsprechenden Zertifizierungsprozess und dies zum grössten Teil vollautomatisiert. Unterstützung kann auch beim Thema ESG sowie bei der Erstellung von individuellen Nachhaltigkeitsreportings geleistet werden. Mit den Zertifizierungen erhalten Sie nicht nur die Nachhaltigkeit in Form von Zahlen und Berichten, sondern die Gebäude können auch als solche betrieben werden, was den Wirtschaftsstandort St.Gallen fördert.</p><p><strong>Sensorik</strong></p><p>Damit die Zahlen in Echtzeit erfasst und ausgewertet werden können, wäre die Lancierung eines Pilotprojektes mit einem integrierten Warnsystem auf Ebene der Gebäudesensorik zielführend. Das kann einerseits für Gewerbeimmobilien aber auch für Wohnliegenschaften sowie öffentliche Bauten interessant sein. Die Live-Daten rund um das Gebäude und die Nachhaltigkeit könnten direkt in die Applikation eingespielt und weiterverarbeitet werden. Ein weiterer relevanter Punkt, welchen man in das Projekt einfliessen lassen könnte, wäre der Nutzerkomfort der jeweiligen Objektgruppen, um spezifische Anliegen zu berücksichtigen.</p><p>immoledo.ch</p>;2564;2021-10-29T09:46:47+02:00;2021-10-29T09:46:47+02:00;2;0;2;0;;"https://partizipieren.stadt.sg.ch/api/v1/storage/files/survey_data/v1pq3ukeajqs/storage/d460dfde-d1ed-4b70-8d39-ec29d95e43df.png?signature=55e510666ff558da8011389ad37946e61683f265a149eaaa5f264ddfaf1cf60d;https://partizipieren.stadt.sg.ch/api/v1/storage/files/survey_data/v1pq3ukeajqs/storage/990d20bd-949e-4621-8d97-03cf65cc1daf.PNG?signature=2ae74231ba73e6fec8607531b568373dbb2887cae8cbdc4e8de34ed2b59bed09;https://partizipieren.stadt.sg.ch/api/v1/storage/files/survey_data/v1pq3ukeajqs/storage/01351b7c-a771-4893-b4ab-6f1563e30e7a.png?signature=8b58979eef41292e62eb4ad14b0bba0217b3387988d103bea2051d5d25a234e3";https://daten.stadt.sg.ch/api/v2/catalog/datasets/ideensammlung-zur-city-challenge-2021-der-stadt-stgallen/files/8b66300646dab580738dcf788881da5b;
230;Nachhaltigkeits-Inkubator;<p>Der Nachhaltigkeits-Inkubator ist ein Netzwerk in welchem sich alle Akteursgruppen der Stadt (Zivilgesellschaftliche Organisationen, die Bevölkerung, die Wirtschaft, die öffentliche Hand, die Politik, der Bildungssektor und die Wissenschaft) sich zusammenfinden können, um gemeinsam für eine Nachhaltige Zukunft zu handeln.</p><p>Wer welche Rolle in diesem Ökosystem hat, ist auf dem Bild im Anhang dargestellt. </p><p>Gemeinsam bearbeiten sie konkrete Fragestellungen rund um die wichtigsten Herausforderungen um die Stadt St.Gallen bis 2050 klimaneutral zu machen, wie zum Beispiel auf den Themengebieten der Mobilität, Energie, Ernährung...</p><p>Es wird angestrebt, praktische Lösungen zu diesen Fragestellungen in Pilotprojekten mit den Akteuren schnell umzusetzen, um kurze Iterationen durchführen zu können. Dies erlaubt schnell festzustellen, ob es sich lohnt einen Lösungsansatz zu vertiefen oder aber aufzugeben (Design Thinking).</p><p>Somit können für komplexe, globale Probleme praktische und lokale Lösungen gemeinsam gefunden und umgesetzt werden.</p>;2564;2021-10-29T23:05:26+02:00;2021-10-29T23:05:26+02:00;1;0;1;0;;"https://partizipieren.stadt.sg.ch/api/v1/storage/files/survey_data/v1pq3ukeajqs/storage/be5e781d-2feb-42a6-bae4-1170ada1b3ce.jpg?signature=cbe8782337336ce1948ab6b164138962013022f2aaefbf8045ee55a83cce79e8;https://partizipieren.stadt.sg.ch/api/v1/storage/files/survey_data/v1pq3ukeajqs/storage/ab22bf05-8dc9-4321-995a-559f492beca4.jpg?signature=fe68c13b31e8bac8dd6ccb16b237cbcd877d46ba90d9d7f7b066364020038b2f";https://daten.stadt.sg.ch/api/v2/catalog/datasets/ideensammlung-zur-city-challenge-2021-der-stadt-stgallen/files/d3fc05616cbc7f37f080f7c9753155f6;
198;Den Ausstoss von CO2 sowie Gegenmassnahmen der Bevölkerung mit einer App bewusst zu machen;<p>Unser Beitrag ist im Workshop bei Startfeld am 02.10.2021 aus einer Gruppenarbeit entstanden und das Ergebnis war eine App, um den Ausstoss von CO2 sowie Gegenmassnahmen der Bevölkerung über Jahren bewusst zu machen. Die Massnahme soll nicht nur die Bevölkerung zum Umdenken bringen sondern auch den Markt (Angebot) und die Politiker inkl. Lobbying.   </p><p> </p><p>Die App soll eine Mischung zwischen Anreizsystem, Lehrplattform, Gamification, Punktesystem mit Gewinner, Marktplace mit Aktionen und Rabatten, korrekten Massnahmen wie  z.B. «Bäume pflanzen», Schulwettbewerb, eigene Projekt oder aktive Beteiligungen zur Reduktion der Stadt St. Gallen, usw. negatives Tracking und Transparenz «keine Greewashing» sein. Neben der App können auch traditionelle Medien verwendet werden sowie eine Webplattform angeboten werden. </p><p> </p><p>Realisiert könnte das Projekt in einer Kooperation zwischen der Stadt St. Gallen und eine neu gegründetes Startup im Innovationszentrum an der Lerchenfeldstrasse 3 in St. Gallen. Mit Ziel die Finanzierung mittelfristig zumindest teilweise über Product Placement und Skalierung zu ermöglichen.  </p>;2564;2021-10-07T14:55:03+02:00;2021-10-07T14:55:03+02:00;4;0;4;0;;"https://partizipieren.stadt.sg.ch/api/v1/storage/files/survey_data/v1pq3ukeajqs/storage/39c6a693-96b6-424f-89bb-b8f930fa4dae.jpg?signature=2aab101214b3d9ebbb0f34832d72b68419b399409d8c3148ce013c053c6069b4;https://partizipieren.stadt.sg.ch/api/v1/storage/files/survey_data/v1pq3ukeajqs/storage/ae88debd-733d-4cd4-b36b-ea59cd8b0460.jpg?signature=0af0e21e95fe5f624264a34c2baced61f687082245bcc7754705b40a7811d9af;https://partizipieren.stadt.sg.ch/api/v1/storage/files/survey_data/v1pq3ukeajqs/storage/c766af19-c199-432d-8764-eac0ce8153bc.jpg?signature=6a734592bf9664af36d709e25938d7956f53e78a052697578ad123226415f497";https://daten.stadt.sg.ch/api/v2/catalog/datasets/ideensammlung-zur-city-challenge-2021-der-stadt-stgallen/files/dd5587bc6933f22e6f22a0023f93a00b;
213;Hybrid Kollektoren richtig subventionieren und einsetzen;<p>Warum nützen wir die Fläche auf unseren Gebäuden nicht doppelt? Warum reden alle immer nur von PV oder thermischen Anlagen? Ich nutze bei meinem Einfamilienhaus beides und dies im gleichen Kollektor. Dies hat den Vorteil, dass die Kollektoren nicht so heiss werden wie bei einer reinen PV Anlage und aus diesem Grund wird die Lebensdauer enorm gesteigert. Es entsteht also auch weniger Abfall von wertvollen Materialien. </p><p>Das Negative an der ganzen Sache ist, die Stadt wie auch der Kanton will von diesen Kollektoren nichts wissen und erteilt Subventionen nur für PV oder für thermische Anlagen. Dies führt zu einer grossen Einschränkung bei der Umsetzung einer Anlage. Warum die Stadt und der Kanton hier nicht offener ist, kann bis jetzt niemand begründen. Will man CO2 neutral werden muss es die Stadt und der Kanton auch offen sein für neue Technologien und Ideen. Wie andere Kantone zeigen ist die Förderung von solchen Anlagen möglich.</p><p>Wir sollten also die Fläche die wir haben gut nutzen und die richtigen Kollektoren auf Grund der Bedürfnisse und nicht der Subventionen bei uns verbauen. So können wir zusammen vieles erreichen.</p>;2564;2021-10-28T09:59:06+02:00;2021-10-28T09:59:06+02:00;2;1;1;0;;;;
231;Entsorgungssystem;"<p>Die Schweiz gehört weltweit zu den grössten Müllproduzenten. Aufgrund der wachsenden Ressourcenproblematik wächst die Bedeutung des 5-R-Ansatzes. Dieser steht für Refuse, Reduce, Reuse, Repurpose &amp; Recycle und damit Lösungswege für ein umweltschonenderes Müllmanagement, welches im Zuge der Transformation der Stadt St. Gallen zur Klimaneutralität optimiert werden könnte. Die Problematik des aktuellen Entsorgungssystems der St. Gallen stellt die nur bedingt verbraucherfreundliche Mülltrennung dar, denn der Bevölkerung werden nur wenig Anreize gesetzt, Müll richtig zu trennen und die Stadt sauber zu halten. Folgende vier Massnahmen empfehlen sich zur Verbesserung des Müllmanagements und damit der Erreichung der Klimaziele:</p><p><br /></p><p><strong>Ausbau der Entsorgungsinfrastruktur &amp; Integration in die SG Mobile App:</strong></p><p>Viele der Kehrichtsäcke enthalten Glas, Karton und andere nicht dafür vorgesehene Müllarten. Um den Aufwand für die VerbraucherInnen zu reduzieren und so die Hürde zu einer optimalen Mülltrennung zu verringern, empfiehlt sich der Ausbau der Sammelstellen zu einem engeren Versorgungsnetz sowie eine Erhöhung der aktuellen Abholungsfrequenzen. Eine leicht zu bedienende Informationsübersicht der Entsorgungsinfrastruktur könnte in die existierende SG Mobile App integriert werden.</p><p><br /></p><p><strong>Erarbeitung eines Informationsportals &amp; Integration in die SG Mobile App:</strong></p><p>Um unwissende BürgerInnen über Mülltrennung sowie Müllvermeidung zu informieren, empfiehlt sich auf der SG Mobile App ein konsolidiertes Informationsportal zur Verfügung zustellen, welches interaktiv Wissen und nützliche Hilfestellungen (z.B. durch Einkaufsliste Templates) für eine Umsetzung des 5-R-Ansatz vermitteln soll. Darüber hinaus könnte die Stadt St. Gallen den Aufbau eines lokalen Netzwerkes unterstützen, welche als lokalen Community Events für Knowledge Sharing in der Bevölkerung organisiert.</p><p><br /></p><p><strong>Unterstützung von müllreduzierenden Geschäftsideen &amp; Integration in die existierende SG Mobile App:</strong></p><p>Es empfiehlt sich jedoch, das Problem der Müllproduktion an der Wurzel zu bekämpfen. Hierzu kann die Stadt St. Gallen “Zero Waste”-Konzepte vorantreiben, indem Unternehmen mit müllreduzierenden Geschäftsideen unterstützt und auf der existierende SG Mobile App integriert werden.</p><p><br /></p><p><strong>Anregung von Partizipation der Bevölkerung &amp; Integration in die SG Mobile App:</strong></p><p>Um die unbedingt notwendige Unterstützung der Bevölkerung zu erhalten, bedarf es einer gezielten Lenkung der Aufmerksamkeit auf die Entsorgungsproblematik. Diese soll zu einem Download der existierenden SG Mobile App angeregt werden (z.B. durch QR Codes auf den Müllsäcken &amp; Geschäften), in welcher die Position der neu eingerichteten Sammelstellen abgefragt, Informationsmaterialien &amp; anstehende Events abgerufen und Lage und Sortiment der “Zero Waste”-Geschäfte eingesehen werden können. Langfristig empfiehlt sich dieses Angebot durch Bonusprogramme und Challenges (z.B. “To Good to Waste” Challenge - monatliche Preisverleihung in Kooperation mit Einkaufszentren) von Seiten der Stadt zu ergänzen.</p>";2564;2021-10-30T00:32:49+02:00;2021-10-30T00:32:49+02:00;1;0;1;0;;https://partizipieren.stadt.sg.ch/api/v1/storage/files/survey_data/v1pq3ukeajqs/storage/b99f0530-fd5b-45e3-a6a7-1f37e8ec5454.png?signature=8bab0ffca7332a46349a88b4f705b0fdeac1787c6d570d3c7146aad21a348fbe;https://daten.stadt.sg.ch/api/v2/catalog/datasets/ideensammlung-zur-city-challenge-2021-der-stadt-stgallen/files/66c570d4a8249bb89f7896d6e89a98a0;
226;Walk for Nature;"<p><strong>Die Vision der autofreien Stadt ist noch Zukunftsmusik – bis es so weit ist, braucht es Anreize, freiwillig mehr zu gehen, statt das Auto zu benützen. Eine eigens kreierte App motiviert Nutzer, der Umwelt zuliebe zu gehen. Eine Mischung aus Geocaching und Fitness-App.</strong></p><p>Zu Fuss zu gehen entlastet die Umwelt und fördert die eigene Gesundheit. Zwei in einem: sich Gutes tun und der Umwelt Sorge tragen. Gelegenheit dazu gäbe es genügend: Zu Fuss in die Innenstadt spazieren, um den Einkauf zu erledigen – das Auto bleibt zu Hause parkiert. Im Bürogebäude auf den Lift zu verzichten und dafür Treppen zu steigen. Oder eine Haltestelle früher auszusteigen und die letzten Schritte zu gehen. Eine eigens kreierte App motiviert Nutzer und schafft Anreize, mehr zu gehen, statt zu fahren.</p><p>Die App protokolliert die täglich zurückgelegten Schritte und erinnert in dieser Hinsicht an eine Fitness-App. Für jeden zurückgelegten Schritt gibt es Punkte, die wie bei einer Cumulus-Karte eingelöst werden können: für Rabatt-Aktionen, Give-aways und im Fall der App auch für exklusiven Content. Zum Beispiel Gutscheine für klimaneutrale Restaurants: Für eine Falafel erhält der Kunde zwei. Die Punkte können auch für Güter eingelöst werden, die lokal in und um St. Gallen produziert werden – wie wär's mit einer Schoggi von Läderach? Und um die lokale Kulturszene zu fördern, ist auch exklusiver Content aufrufbar: der neueste Song von Manuel Stahlberger vielleicht?</p><p>Wer sich die Mühe macht, bestimmte Orte aufzusuchen, die in der App auf einer Karte verzeichnet sind, erhält weitere Punkte. Hier ist die App mit Geocaching vergleichbar. Nicht real ein Tupperware ist versteckt, sondern ein QR-Code findet der Nutzer. Einmal gescannt, werden die Punkte freigeschaltet. Punkte sammeln ist das eine, die Neugierde befriedigen das andere: Denn an bestimmten Stellen werden virtuelle Goodies freigeschaltet, die nur an dieser Stelle für den Nutzer abrufbar sind: Songs zum Hören, Texte zum Lesen. Das ist wie ein Überraschungsei auszupacken.</p><p>Und schliesslich gibt es Routen, für die Nutzer besonders viele Punkte erhalten, wenn sie sie absolvieren. Das kann für den Tourismus spannend sein: bestimmte Sehenswürdigkeiten der Stadt besuchen; in verschiedenen Restaurants in der Stadt essen gehen; verschiedene Klubs besuchen; in Läden einkaufen, die bei «Walk for Nature» mitmachen. Stets wartet ein QR-Code darauf, gescannt zu werden. Und selbstverständlich erwartet niemand, die Beizen-Tour in einem Tag zu absolvieren.</p><p>Die App lässt sich gut als Marketing-Instrument benützen, um die Werbetrommel für die eigenen Klimaziele zu rühren: Informationskampagnen über den Nutzen zu Fuss unterwegs zu sein; bewerben von Sehenswürdigkeiten, die nur zu Fuss erreichbar sind; Aktionen wie autofreie Sonntage, an denen Besucher von St. Gallen mit einem Shuttle-Bus in die Innenstadt gelangen und Benefizkonzerte von Strassenmusikern; Sticker für Arbeitgeber mit QR-Codes drauf, um die Belegschaft zu motivieren, das Treppenhaus zu benützen.</p><p>***</p><p><strong>Walk for Nature</strong>: Gehen, Orte aufsuchen, Routen laufen.</p>";2564;2021-10-29T17:54:22+02:00;2021-10-29T17:54:22+02:00;1;0;1;0;;"https://partizipieren.stadt.sg.ch/api/v1/storage/files/survey_data/v1pq3ukeajqs/storage/7a6170dc-f471-4521-94db-794a7b98e8ab.jpg?signature=6d5eb4b43972a48ebfe57a753c05a2adcf949d462ea5ed5a0bd6707d3e51c1ef;https://partizipieren.stadt.sg.ch/api/v1/storage/files/survey_data/v1pq3ukeajqs/storage/8815af11-dd40-4680-a2ee-db03bbf03b36.jpg?signature=429db731a9d9bedbd356b99b7a7238f06823ef6c231e3e79030e7105ccdfff63;https://partizipieren.stadt.sg.ch/api/v1/storage/files/survey_data/v1pq3ukeajqs/storage/143a4f61-2476-45ba-9dc5-f4a3b901c99f.jpg?signature=b0fee292d66cc0a983882a56907263802d8f245783212cf84635b295930d5304;https://partizipieren.stadt.sg.ch/api/v1/storage/files/survey_data/v1pq3ukeajqs/storage/9f2c23d4-7ee7-4e99-95a2-c1d6059b49b4.jpg?signature=a38fabc155475ae1cebc1ac08db19d454fedb132851b94576430f64fd518e615";https://daten.stadt.sg.ch/api/v2/catalog/datasets/ideensammlung-zur-city-challenge-2021-der-stadt-stgallen/files/66fde56020118cf96594433fd1437a69;
